token,q
0x5acf0ca5ff43f065f35be9c6a1d3364dd49b5b19,1
0x6E39a053265B182F7dc4624967A307F1984B05e8,1
0xf6B6F07862A02C85628B3A9688beae07fEA9C863,1
0xDB8A991fABBf4b3120ba7720147c4aFbB040dac9,1
0xE18e779AE480092698c390e849C3ff48088047a1,1
0x43C9436DE63F69518300F567724685b9530Ed78E,1
0x986dcd610B8d309979316EFFa87F078d6c98975a,1
0xBCE2b11878C7eccc97c35497FF15ac4948b9aa7A,1
0xF0f2de28Dc7CC1137E407caFa99BFB2d91032e05,1
0xae3c67b8aa12e458f2b4eafc0e9209710582c9d3,1
0xDa03Ec3941C722a3f2816B6A266F0d856847BEa5,1
0xdf5b78904f317c811DaCcf28fA677994ab542b03,1
0xDdf55f14Ad329643AD02c198701ec50959C84302,1
0x5D4C0458B583D4306b69A2Ba659e8cff3A3AbdEc,1
0x8eBed0FF2B0232B0AedbFe6e9c0f72AC72577869,1
0x7326028336f9B679Fb8d937C78473D6612beE605,1
0xcB7b10E0Ae1906a728D46E0b358ccF5d5Bb522Bb,1
0x50CEaea2019895a7Cc1e7f55DFfD6dF2aD41441A,1
0x59271Be127A6a7A365B03fca416D4371528Ee74D,1
0x8f8f7Ce7472c5017b71Af3e445ee2242130F9f8c,1
0x5be10f3434bC1aC6C0A34f86Da39Ea0095392f21,1
0x69fe2BADd12F4515AAF99E3a9956b9fFaE56f877,1
0xA3B33D644132E10a12AAFf46C826a55D75deB9Df,1
0x35Eb3dFE62e23C74806390376db518EEeF71254e,1
0xd5892CcB775e06333AECD526dD5A0F49E811eA09,1
0x0682dc554A004Ae9203135868C532AD9D6A3F8E3,1
0xeAE4469e527f02b9fEF4933A4788be7b147552a4,1
0xa7705F5C06f0e894f680e86dE5908E096B061815,1
0x6e58309CD851A5B124E3A56768a42d12f3B6D104,1
0x4Ce47580a6c895A63912ee901eF886e314312611,1
0x3E3d10b7d17f504fEfe48ed8616B0abb8C1105bE,1
0x16A1DB9eFbD95fA0c08da5a36537A2E90Bc07eB4,1
0x0F95890da3CC8967428e3B0f3dc5eEdb38c84a60,1
0x0a6C33a75d8a497d9A6d771a2146a19C94859e21,1
0x63eAf0c0544c99d9DBDF550659Ef32d3664Aa567,1
0xEe85Ae5daAb560731243403f56C51654dEF8bc6E,1
0xb2829b5955bf4D4a193CC9B15A7D315C2629ECe0,1
0x764Cc3cED132f1A7cf4FB06A49df1b846A585a4D,1
0x6B67623ff56c10d9dcFc2152425f90285fC74DDD,1
0xb58B3e8b334EBFdA6EB27f0c13974E058085F422,1
0x9bcB319bED50ff0cE2D6FfA95AB9293A175aeD7d,1
0xc169699A825066f2F07E0b29C4082094b32A3F3e,1
0x9dc9376052d13a7d746715273986D2414135EbbD,1
0xD4c5C3484159C6cC2526b794659BA207054B8D3C,1
0xb509086fe313f544c0Cb28680863B65e6Cb98B52,1
0x2D8304750A8AC17DC1B9A5Da1c85c0a55f12c3D3,1
0x495e5a9464a310d2bf0849f884B2B7A8FE541c00,1
0x7EfD7079e788441E27cfb17Ec8177d4D0b18d6F1,1
0xdbc43ee13c8f1b655B3E96E260DeC84b83f73e4C,1
0x8a68C0A353Bc7974C52824d9435EE7b62A9b90b3,1
0x9b68c14e936104e9a7a24c712beecdc220002984,1
0x69AE672aA95B648D5319D5424A7922690A55a95B,1
0x2f1697e31638cdf52c221be6c28ac25ed277d0e2,1
0xE715dB8ffe482ABb39a4594294d1632F35Db77e8,1
0x4Fe992E566F8a28248acC4cB401b7FfD7dF959B0,1
0x9C288E7F4dbd99E5753c4Fb4c24CAd3D73828EcB,1
0x3b99583add2a7FD268cddf5a4187F409Cf009aeF,1
0xb640d848ca247D86012018090e47144FdFBAC1b0,1
0x43242cB46516471Dd1e45bB749347aa6ab914330,1
0x5Be31F0DE0A210b3b5794aF2854C48e106898426,1
0x689CbCeA23a5E4de84d909eDB8Ae86596a938b6c,1
0xDae92dC8849921AD2F6be522e98fCeAB4B4f85Cd,1
0x1C2d8D968F11766D1ED5daDd1f83BF43c406bd4B,1
0x4EE86FaA476bDcda6D0bB1bf6A7d0740282e3234,1
0x458cEec48586a85fCFEb4A179706656eE321730E,1
0x7846D42e268F87A8671e1f10383BCE4f88d49504,1
0xE3a433265eA47246C063D333e2D708a3Fb10d08E,1
0x466A65f974b16D0AC13AB857cc669f88C4BE1624,1
0x9374cc05E38a1AedA14B5327498A6c7A97DD9bf5,1
0x5Cd20F7Dcc6e923596777D5f69797Ca457A690Da,1
0x40D80168B6663700B6AE55d71a8c2Cf61d0C1225,1
0xfe150EaE243DA6667d2d8143c7E6878f7984D112,1
0x58aCD0180209C627b64A3cc58Aa3C2655683dEb0,1
0x24F2e2Bee40a5B98b986CCa60B58a4F2E1C2E9A8,1
0x531B70cD7AEC6024251236E470bc8f866b925A86,1
0xb97d9350F32C1366016e2C0a55E4A210D1158b22,1
0xF48CAd161FE6CDb2EF51d7036775eA4D0df5077E,1
0xaaD9C56A1F729505d87d042046eFAE546C1e75ef,1
0x769a1ef6FBfa918d685ba02F3c2E45CFB902EBF7,1
0x4CF0D0514f4686a7281ab72121Cb88663deA0A8c,1
0x229229284c0ea7c2a898765a5652fc03f0e35293,1
0x21A6A8E2d56eDA3495910506bd3cAE2ef138B0Bb,1
0x53124d6b605aecae1e9350200fd35d74420d49bf,1
0x28aC9E4EECa87b5310Cb64fbE8Ff22F498Deae07,1
0x32B60985C5490397D200F91E624332d82597D649,1
0x1D0Cd7f2d88f4a2F16BF077765b7Cc2341E1bE3a,1
0xbBe476cB5778B819Ae335873882b3175bA851240,1
0xEbAa548a7DC3807E0F3f1a6A5DD8dcD52Db7cC12,1
0xa1CCa462b4b08F4FAD77e8e39ac6615416ccdF39,1
0xe8a54A83aec2Ce8Ae967ae2afdAad4962CFe21B3,1
0xD9Fec050727f1B01AA8fEf9091a50b558617C04f,1
0x5e85172AA25F879ff25E68151bb8afD3bb69E576,1
0x0a7A473d5E2e6594092b747cfC284A192E0f447d,1
0x638eB03Fd033cf7F9cB9A26350a86CC8B9600B01,1
0x7c2d6057aaB066CB384992c01BC30e5c294Ccb92,1
0x9DeA8d7FB9eFB637E310dF6A7099e6D0B1771f1d,1
0xD461867Db90c401944c9F7f90E796bba151236E5,1
0x6012F7d1eA1Cc161f2142f1c17787D9d9e6d7D8b,1
0xA12684c20eD7AD704e4c9e75142c2192aF130056,1
0x07c230eb2cECa4Db8bBE470Fbb0B98AB78b44979,1
0xd268990a68BeAfF1E595B48F64d6B1cC71Bc9345,1
0x4fc5a19e45de02592a4d0241869f969f68255e9c,1
0xf4821fb8f8ffb7ec94b7b1169d996363db49b852,1
0x02c4F4a127e285550a192AC77C715b6f2e641E99,1
0xe5eA7096f40D2598a7c74961B65288FC4d655bB2,1
0x7b39AFdB75Fd542BD7104cDea462f9773A63855D,1
0x5C57e1428bb1a4259eC4fd9A83bd2c797E72A8F6,1
0xDA610b4625EFE804e7866a228fd1558271379c44,1
0x194707c58D18ddA44cE8f88c45A85f65b618fafc,1
0x008B1FFe244bF31896C833bFf4Ad9009E7A0f4Eb,1
